"Pi1a","Pi1b","Pi2a","Pi2b","Pi3","Pi4","Pi5","Pi6","Pi7","Pi8","Pi9","Pi10","Pi11","Pi12","maxDrift","Rjb","Magnitude","impacted"
0.553370718086208,0.469105806676417,0.513046714676481,0.42878180326669,0.0919393351118559,0.0516153317021288,0.267793583781098,0.227469580371371,-0.529712317958056,-2.25663221262448,-0.93421752194005,-0.516018827053161,-0.570036321367783,-0.556342830462888,-1.34420918477711,30.43,6.36,1
0.186017587622902,0.186017587622902,0.345898397827422,0.345898397827422,-0.417668963998969,-0.257788153794449,-0.247058126738934,-0.0871773165344135,-1.12616073283923,-2.39992843276571,-1.08691574991867,-0.813664431500415,-0.966279922634706,-0.653783621295895,-1.82870306643877,0.94,6.9,0
0.315163442457418,0.2009667996793,0.473455174069446,0.359258531291328,-0.313250811249428,-0.1549590796374,-0.14541653135934,0.0128752002526882,-1.14001415489962,-2.49147870938558,-1.22030236500943,-0.790133928402664,-0.981722423287597,-0.631842196790636,-1.75627843589264,30.43,6.36,0
0.499691034988653,0.479190303739769,0.523530728036456,0.503029996787572,0.187211016612223,0.211050709660026,0.323897500208637,0.34773719325644,-0.339406226287803,-2.31313507563602,-0.773162263604475,-0.317878699437887,-0.31556653324,-0.294039006390085,-0.795728667037306,15.97,7.01,1
0.230938398718685,0.139809156216784,0.354678487118176,0.263549244616275,-0.0440591359041935,0.0796809524952979,0.0547822335376342,0.178522321937126,-1.22343969443271,-1.92566673608261,-1.22287347986613,-0.731463945629756,-1.09969960603322,-0.607723857230265,-1.72324369898093,24.31,6.8,0
0.186843714188114,0.215836088888158,0.211236113724086,0.24022848842413,0.0260128647260177,0.0504052642619898,-0.0159578648637559,0.00843453467221616,-1.27963276391215,-2.36339797917226,-1.28373802870468,-0.684165755652878,-1.25524036437618,-0.659773356116906,-1.74922042413311,12.83,6.9,0
0.350691879336937,0.350691879336937,0.428798301748581,0.428798301748581,-0.237949681124026,-0.159843258712382,-0.032660316637384,0.0454461057742598,-0.880696463863182,-2.14775322891824,-1.23009364197889,-0.604378230045784,-0.802590041451538,-0.52627180763414,-1.67253627114326,33.56,6.46,0
0.413188372913906,0.301231062016595,0.579370584912898,0.467413274015588,-0.0238625929750212,0.142319619023971,0.101807206312042,0.267989418311034,-0.576569629615311,-1.89214565172675,-1.11650042094721,-0.474841849070539,-0.410387417616319,-0.308659637071546,-1.15721479989785,10.56,7.51,1
0.262343781495701,0.282660894464514,0.377471012618,0.397788125586814,-0.146738269607281,-0.0316110384849816,-0.081769313647825,0.0333579174744746,-0.962486454531199,-2.16440615426797,-1.23894466023299,-0.615070498234391,-0.847359223408899,-0.499943267112092,-1.86607233302776,33.56,6.46,0
0.385344906498719,0.398974503331993,0.45343698642623,0.467066583259504,0.225747453377915,0.293839533305427,0.219922086312149,0.288014166239661,-0.764516898906456,-1.73997858692282,-0.949899526176942,-0.506505519419492,-0.696424818978944,-0.438413439491981,-1.13094137042413,25.61,6.9,1
0.438000197848353,0.350671155892728,0.493015385879677,0.405686343924051,0.0496213793900927,0.104636567421416,0.206444952142232,0.261460140173556,-0.439886831924142,-1.85043243760594,-1.0438042451022,-0.494854846259831,-0.384871643892819,-0.439839658228508,-0.923936328871439,10.56,7.51,1
0.456412796205794,0.530605138348532,0.382040009802763,0.456232351945502,0.12788245005253,0.0535096636494992,0.300651676475824,0.226278890072794,-0.377070828052718,-2.00462392824795,-0.871458396009903,-0.510061859046262,-0.451443614455748,-0.584434645449293,-0.933784012322792,35.79,6.8,1
0.551019648023301,0.406263551593183,0.547671652490792,0.402915556060674,-0.0519000436539645,-0.0552480391864739,0.160192958625331,0.156844963092822,-0.886730525561667,-2.12115985543911,-1.00033378090262,-0.555134908658497,-0.890078521094176,-0.558482904191007,-1.47912194023233,72.5,7,1
0.285791563296909,0.211110285738228,0.416710760770546,0.342029483211865,0.0041445297811784,0.135063727254815,0.0299621996817914,0.160881397155428,-1.04334194348608,-2.43178916081771,-1.31407054396625,-0.750539752782228,-0.912422746012445,-0.619620555308591,-2.04424442922623,29.22,7.01,0
0.117828596799959,0.102262856405201,0.352783382742927,0.337217642348169,-0.262547695159138,-0.02759290921617,-0.110498100373305,0.124456685569663,-1.32378511507041,-2.16828941202794,-1.30624613687712,-0.900010875803676,-1.08883032912744,-0.665056089860709,-1.77300375026876,11.16,6.54,0
0.217824156433129,0.126694913931228,0.449592729758448,0.358463487256548,-0.0633479668178359,0.168420606507483,0.0441446217880059,0.275913195113325,-1.24636395896381,-1.95074044019531,-1.24215006366217,-0.750151416286383,-1.01459538563849,-0.518382842961064,-1.82361188892873,24.31,6.8,0
0.654913464818652,0.622072038916718,0.527385859088919,0.494544433186985,0.187636367132244,0.0601087614025112,0.341465652862013,0.21393804713228,-0.181701896252246,-1.82300582328097,-0.768232939148862,-0.391967906647719,-0.309229501981979,-0.519495512377452,-1.00609202802643,35.79,6.8,1
0.428928834036005,0.290798301545952,0.633392976760878,0.495262444270825,-0.273847980994185,-0.0693838382693128,-0.169127533732522,0.0353366089923505,-0.77277352950811,-2.04982764777686,-1.19493757859794,-0.678314673629146,-0.568309386783237,-0.473850530904273,-1.56477654500256,0.05,6.6,0
0.170638097193056,0.0829875152671719,0.333946709873147,0.246296127947263,-0.11009727108608,0.053211341594011,-0.210994765640055,-0.0476861529599635,-1.054777768754,-2.04003142421238,-1.08663082370764,-0.605236348289923,-0.891469156073909,-0.441927735609832,-1.73899653448604,45.48,7.28,0
0.308449163045077,0.308449163045077,0.428693585096191,0.428693585096191,0.253857874413292,0.374102296464406,0.293077189134363,0.413321611185477,-0.75045274851153,-2.67824243181961,-1.27127011897696,-0.55472145173853,-0.630208326460415,-0.434477029687416,-1.00669380033036,68.84,6.61,1
0.139317661349209,0.173650460948351,0.266515936277852,0.300848735876994,-0.154310937836555,-0.027112662907912,0.026334460589381,0.153532735518024,-0.925694343030894,-2.6109311493553,-1.27747346424989,-0.796302202212805,-0.798496068102251,-0.669103927284162,-1.75853972790487,45.12,6.63,0
0.122803120851121,0.198854320722774,0.232969992039562,0.309021191911216,-0.294259572830312,-0.18409270164187,0.019867252674394,0.130034123862835,-1.15970658159264,-2.33288738747691,-1.36863081636275,-0.756712916801721,-1.0495397104042,-0.64654604561328,-1.7646010579337,33.56,6.46,0
0.565917282912851,0.481539663243703,0.582311088563935,0.497933468894787,0.0708382658606889,0.0872320715117729,0.229756483717184,0.246150289368268,-0.282841279511493,-2.2233965342261,-1.01873408361495,-0.531498148680734,-0.266447473860409,-0.51510434302965,-1.05881996339992,0,6.69,1
0.549235225736561,0.489006267000598,0.615902263143861,0.555673304407898,0.139176747876372,0.205843785283672,0.284130779917154,0.350797817324454,-0.349358191136508,-2.44492230548779,-0.853504207934865,-0.372764440397289,-0.282691153729208,-0.30609740298999,-0.704597853314899,7.4,7.62,1
0.596242023079939,0.648854508271822,0.514477753704311,0.567090238896193,0.27804273969887,0.196278470323242,0.424870856228174,0.343106586852546,-0.50255504038933,-2.15385415000821,-0.902025533983238,-0.421714711145208,-0.584319309764959,-0.503478980520836,-1.19393313826624,72.5,7,1
0.378718645493016,0.206399916944435,0.591081445825477,0.418762717276896,-0.294469544422475,-0.082106744090014,-0.157497146417052,0.0548656539154088,-1.08598923638648,-1.86512983677488,-1.11403707678958,-0.759004696287443,-0.873626436054017,-0.546641895954982,-1.61211983837079,11.16,6.54,0
0.425840020762056,0.321575148916402,0.643257524107298,0.538992652261644,0.00295786393580747,0.220375367281049,0.146676313437003,0.364093816782245,-1.01493302782625,-1.72867663422758,-1.05353414146173,-0.64412777201209,-0.797515524481013,-0.426710268666848,-1.42979395756879,25.61,6.9,0
0.454315436427248,0.34011879364913,0.507322835640127,0.39312619286201,-0.200106732689482,-0.147099333476603,0.00651690041000616,0.0595242996228853,-0.883537178721744,-2.3780350241031,-1.10188736905416,-0.673618462488645,-0.830529779508865,-0.620611063275766,-1.83349777920411,30.43,6.36,0
0.425674725271874,0.259559998008233,0.638714205192079,0.472599477928439,-0.264434291822951,-0.0513948119027449,-0.0352844769730657,0.17775500294714,-0.976013512206432,-2.28683854060934,-0.949296070749123,-0.672270181948609,-0.762974032286227,-0.459230702028404,-2.06298389253518,30.62,6.93,0
0.396802464448185,0.410243666754393,0.54595643706614,0.559397639372349,-0.0232846573003754,0.12586931531758,0.0958656059242033,0.245019578542159,-0.806864100300949,-2.16648851169995,-0.996876005560098,-0.595877251499665,-0.657710127682994,-0.44672327888171,-1.87264596519684,38.42,7.36,0
0.279608513558737,0.148554637490251,0.413197398984645,0.282143522916159,-0.147386078437076,-0.0137971930111679,-0.0179228797309572,0.115666005694951,-1.02149592931515,-2.03547618578887,-1.16529291639708,-0.585336850642075,-0.887907043889238,-0.451747965216167,-1.84347802883938,9.14,7.14,0
0.365699839728245,0.347797721686821,0.464144970953582,0.446242852912158,0.243868971692989,0.342314102918326,0.199319761877461,0.297764893102798,-0.788174588899519,-2.1812569709268,-1.10508840733046,-0.515388216448155,-0.689729457674181,-0.416943085222818,-1.11258829822187,22.77,6.61,1
0.293104850877014,0.322637861615574,0.308664914884556,0.338197925623116,0.0528400847235704,0.0684001487311121,0.145082228463059,0.160642292470601,-1.02706660450804,-2.5287160963318,-1.08743516986504,-0.579859432326102,-1.0115065405005,-0.56429936831856,-1.71580072015171,57.9,7.3,0
0.308504446486924,0.382422738594347,0.458263583931266,0.53218187603869,0.0467554252284839,0.196514562672827,0.143260952664096,0.293020090108438,-0.603843003138225,-1.83463976245991,-0.793564076835474,-0.510198735639943,-0.454083865693883,-0.360439598195601,-1.32828139717574,11.28,6.61,1
0.671421030067285,0.542032959915996,0.530317021855656,0.400928951704366,0.148850529450253,0.00774652123862369,0.265365653507728,0.124261645296098,-0.65277923152204,-1.50646995627525,-0.869029640612953,-0.51179244368357,-0.79388323973367,-0.6528964518952,-1.66251514002484,25.61,6.9,1
0.231973499818987,0.256455215309569,0.243675410403441,0.268157125894023,-0.285505754029961,-0.273803843445507,-0.178445066084147,-0.166743155499693,-0.99155504585367,-2.33924034425781,-1.01657214910756,-0.745587019192447,-0.979853135269216,-0.733885108607993,-1.80193181569863,0.94,6.9,0
0.340962315274217,0.392609274531488,0.470247212590361,0.521894171847631,0.253084124159889,0.382369021476033,0.167864809495843,0.297149706811987,-0.694595628574471,-2.48295322128527,-1.05587043369375,-0.448881666773049,-0.565310731258327,-0.319596769456905,-0.86544083101932,33.87,6.93,1
0.623211895741187,0.549541018774731,0.513497460177418,0.439826583210962,-0.00379373460598138,-0.113508170169751,0.197659647748038,0.0879452121842682,-0.431091724879149,-1.8573999804958,-0.982152804866722,-0.393638389359569,-0.540806160442919,-0.503352824923338,-1.57675412606319,33.56,6.46,1
