S1,S1Ampli,Tm,zetaM,mu1,R1,moatAmpli,RI,GMFile,GMScale,mu2,mu3,R2,R3,beam,roofBeam,col,moatGap,Tfb,T1,T2,ST1,ST2,GMSavg,GMS1,GMST1,GMST2,GMSTm,maxDisplacement,driftMax1,driftMax2,driftMax3,collapseDrift1,collapseDrift2,collapseDrift3,serviceDrift1,serviceDrift2,serviceDrift3,impacted,uplifted,runFailed
1.19875,1.9447916666666667,2.99875,0.11758333333333335,0.03927884242052259,27.175,1.6072916666666668,1.14125,RSN4037_BAM_ABAR-L,61.54276066634245,0.0821647980418079,0.0821647980418079,54.35000000000002,54.35000000000002,W24X76,W21X44,W14X176,46.0,0.8713489048553632,1.702455361744354,3.332545453054009,0.7041300623422795,0.35971002252990797,1.2703084629788806,1.9494235634462105,1.3086239058383653,0.7698186756711836,0.842873437415213,47.7899,0.1007775641025641,0.10418076923076924,0.09570320512820511,1,1,1,1,1,1,1,1,0
0.8979166666666667,1.0927083333333334,2.64875,0.13175,0.032192435104888506,19.025,1.6489583333333333,1.30625,RSN930_BIGBEAR_SB2270,9.126579968522122,0.07495325351013338,0.07495325351013338,43.75750000000002,43.75750000000002,W21X68,W18X40,W14X145,30.0,1.004014429682119,1.4892458543304274,2.990215979862493,0.6029338030760372,0.30028488668164965,0.5796489521400525,0.9756396125569866,1.0588466150837192,0.22187193011975992,0.4573294689529478,14.7417,0.013934615384615384,0.017194871794871804,0.012430128205128205,0,0,0,0,1,0,0,1,0
0.9770833333333334,2.082291666666667,2.54375,0.17608333333333334,0.06640267056822667,37.125,1.834375,0.7112499999999999,RSN65_SFERN_OPP000,34.98513872798613,0.13464576358136734,0.13464576358136734,44.550000000000004,44.550000000000004,W30X90,W21X50,W14X283,32.0,0.6901885962436958,1.9608417390685677,3.017172644623508,0.4982979063866032,0.32384071063167713,1.147579886514073,2.1685321332682093,1.7444509336810061,0.45300773423651913,0.7056643952589533,33.9304,0.04687884615384617,0.05368974358974358,0.060173717948717974,0,1,1,1,1,1,1,1,0
0.8020833333333334,1.7739583333333333,2.60375,0.10808333333333334,0.01669566269993092,26.625,2.076041666666667,1.60875,RSN819_GEORGIA_ONI--X,66.55273340372312,0.1205853086213966,0.1205853086213966,42.600000000000016,42.600000000000016,W24X62,W18X35,W14X145,35.0,1.0122485167151896,2.1650107094356787,2.9504014096355498,0.3704754576213623,0.2718556636781201,0.8396413454582285,1.8557843703774453,0.7454897849587041,0.24655441986490895,0.36974691698241874,14.6308,0.01668974358974359,0.023595512820512827,0.020151282051282048,0,0,0,1,1,1,0,1,0
0.8729166666666667,1.9427083333333333,3.38125,0.13275,0.009617064343799234,15.925,1.328125,1.69625,RSN821_ERZINCAN_ERZ-NS,2.0792157871368615,0.05330907425296799,0.05330907425296799,71.66250000000002,71.66250000000002,W21X55,W18X35,W14X120,30.0,1.12904687925672,1.6331138771179117,3.826681217265531,0.534510592860293,0.22811324411559822,0.9867487654375668,1.8228062725024072,1.4370851540386438,0.31559315468245364,0.4550360371423367,32.654,0.06970064102564105,0.07597564102564104,0.08733333333333335,1,1,1,1,1,1,1,1,0
1.18125,1.6614583333333337,2.70375,0.16875,0.06023810661883658,33.725,1.7552083333333337,1.69375,RSN5842_SIERRA.MEX_02659360,29.816779772546216,0.15243237525715062,0.15243237525715062,50.58750000000002,50.58750000000002,W24X68,W21X44,W14X159,40.0,0.9203762997875066,2.04157641393142,3.2151253968703277,0.5785970056958545,0.367404021364098,1.1152222524964948,1.7595782210528652,0.7489235569093984,0.6538128142845591,0.6193376085767511,41.0376,0.04380384615384614,0.04827564102564102,0.043624358974358964,0,0,0,1,1,1,1,1,0
1.24375,2.161458333333333,3.66375,0.17975000000000002,0.03693833544333638,25.075,1.6510416666666667,0.7012499999999999,RSN1545_CHICHI_TCU120-E,4.795754697045475,0.08068952737776822,0.08068952737776822,92.77750000000006,92.77750000000006,W27X84,W18X50,W14X233,52.0,0.768369118676411,1.6667986380747928,4.354092390495447,0.746190914480571,0.2856508058292431,1.4018757570291265,2.282828152491556,1.415406245609054,0.5453195248037553,0.7613863377951643,55.667,0.18533012820512823,0.1900339743589744,0.19742500000000007,1,1,1,1,1,1,1,1,0
0.8120833333333334,2.0510416666666664,2.73375,0.19725,0.049311841742107815,28.225,1.215625,0.92375,RSN6980_DARFIELD_WAKCN80E,9.029764808894827,0.0788990479071154,0.0788990479071154,53.627500000000026,53.627500000000026,W24X68,W21X44,W14X159,18.0,0.92037629974229,1.4706501796101246,3.3103208016634698,0.5521934071014903,0.24531862075882593,0.9712243339113884,1.9790020835060687,0.8994480005368679,0.4667886328929283,0.6545583813788495,19.7442,0.05381346153846156,0.06398333333333334,0.05798525641025643,1,1,1,1,1,1,1,1,0
1.0604166666666668,1.709375,3.95875,0.10108333333333333,0.01177672151157727,30.675,1.946875,1.38375,RSN725_SUPER.B_B-POE270,5.83265956050275,0.04974147327008882,0.04974147327008882,92.02500000000006,92.02500000000006,W21X62,W18X35,W14X132,67.0,1.0669088414077967,2.1872556805362002,4.336398848025431,0.48481605333250677,0.24453854542220557,1.0447200133211936,1.9618914510153422,0.9539516647663132,0.2217234994859184,0.3039373849350582,36.9892,0.019850000000000013,0.02442756410256413,0.01937179487179491,0,0,0,1,1,1,0,1,0
0.9420833333333334,1.9989583333333332,3.51125,0.12208333333333335,0.025008027863399892,31.325,2.1885416666666666,1.72375,RSN4230_NIIGATA_NIGH13NS,34.827467512169434,0.053860842640892165,0.053860842640892165,75.18000000000004,75.18000000000004,W24X55,W18X35,W14X120,56.0,1.088873719856601,1.8517372765359612,3.919471113162209,0.5087564771044009,0.2403598103248337,1.0783046606463975,2.222919186186909,0.845556249728141,0.6034813980292447,0.6930774957826361,38.0157,0.02206794871794871,0.024110897435897425,0.01572115384615385,0,0,0,1,1,1,0,1,0
1.0995833333333334,1.734375,3.53375,0.18008333333333335,0.027390081552004855,24.225,2.130208333333333,0.94625,RSN82_SFERN_PHN180,23.757830395205904,0.07898987808089375,0.07898987808089375,87.21000000000006,87.21000000000006,W24X76,W21X44,W14X193,57.0,0.8537663705512853,1.7982351103966951,4.221428623532779,0.6114791814351587,0.2604765901296057,1.0895642658564009,1.3768392079414955,1.1415610108290366,0.5611135878636162,0.988685277627394,60.3506,0.14859294871794873,0.14997179487179485,0.14537051282051275,1,1,1,1,1,1,1,1,0
1.0304166666666668,2.178125,3.66625,0.14608333333333334,0.043055355231350595,34.175,2.1989583333333336,1.98375,RSN5804_IWATE_55446NS,15.326361119389315,0.05183239199537354,0.05183239199537354,85.43750000000004,85.43750000000004,W24X55,W18X35,W14X120,61.0,1.088873720015872,1.0874364897026052,4.178309181884677,0.9475649165943177,0.24661091886979147,1.2360849616122738,2.0591425954733125,1.7942858684583194,0.46683796359153357,0.6499569850359285,58.0159,0.03161730769230768,0.03717115384615387,0.02698012820512825,0,0,0,1,1,1,0,1,0
1.2770833333333331,2.209375,3.34375,0.18508333333333332,0.057005856083339176,39.125,2.003125,0.57375,RSN3966_TOTTORI_TTR009NS,11.172018145073926,0.10085982692442183,0.10085982692442183,78.25000000000003,78.25000000000003,W30X99,W21X55,W14X311,58.0,0.6525189753138035,1.8644418171300376,3.9986968487630192,0.684968188119255,0.31937488177639517,1.4472261127979764,1.830398874448993,1.3896807355981693,0.5483951825346814,0.7658646592006232,61.5662,0.1784307692307692,0.18309743589743585,0.18860384615384618,1,1,1,1,1,1,1,1,0
0.9254166666666668,1.3927083333333334,3.90875,0.15525,0.018794362604946643,44.675,1.5302083333333334,1.16625,RSN347_COALINGA.H_H-Z09000,11.967883627132679,0.06906809965054259,0.06906809965054259,102.75250000000004,102.75250000000004,W24X55,W18X35,W14X132,40.0,1.0684883524187763,2.5777477655248866,4.5821838036478555,0.35900202457482544,0.20195974372087536,0.761416455160693,1.5454941943803073,0.5565749155277433,0.1687330236835038,0.2715336904506722,25.6754,0.01282756410256411,0.014672435897435908,0.01011217948717949,0,0,0,0,0,0,0,0,0
