S1,S1Ampli,Tm,zetaM,mu1,R1,moatAmpli,RI,GMFile,GMScale,mu2,mu3,R2,R3,beam,roofBeam,col,moatGap,Tfb,T1,T2,ST1,ST2,GMSavg,GMS1,GMST1,GMST2,GMSTm,maxDisplacement,driftMax1,driftMax2,driftMax3,collapseDrift1,collapseDrift2,collapseDrift3,serviceDrift1,serviceDrift2,serviceDrift3,impacted,uplifted,runFailed,GMSTfb,GmSavgTm,IPTm,PGV,PGA,FIV3Tm,Magnitude,Rjb,Duration595,Arias
1.2854166666666669,1.628125,2.64125,0.17091666666666666,0.0813149976107341,41.77500000000001,1.1885416666666666,1.53625,RSN4854_CHUETSU_65020NS,18.60522015540717,0.252697484470616,0.252697484470616,50.13000000000002,50.13000000000002,W24X76,W21X50,W14X176,28.0,0.8614012445477934,2.406120079971825,3.20055400427775,0.5342279786309413,0.4016231767839641,1.1729362983086813,2.1608716660755016,0.9574691747803276,0.550483213708151,0.8194327300015684,30.2164,0.1041147435897436,0.11334423076923075,0.1164705128205128,1,1,1,1,1,1,1,1,0,2.444717772222814,1.3914473196460797,2630.578505688993,79.49049070692945,2.214828665048198,182.68871242009646,6.8,35.79,21.1,0.3
0.9470833333333334,1.6239583333333334,3.69625,0.11558333333333334,0.005941927318355078,37.075,1.2114583333333333,1.34625,RSN6980_DARFIELD_WAKCN80E,8.407277697071935,0.07393880892529492,0.07393880892529492,85.27250000000005,85.27250000000005,W24X55,W18X35,W14X120,34.0,1.0888737196758578,2.6395212337949068,4.174272580886674,0.35880875713649313,0.2268858381864846,0.9042708037426876,1.8425751313843828,0.6017471509592391,0.2256206350511147,0.3676815345459922,34.6366,0.027264102564102558,0.033180128205128195,0.031778205128205124,0,0,0,1,1,1,1,1,0,1.7038592956334728,0.6479513701263141,540.5598022745506,45.2400329130949,0.926692184159754,126.10194478541914,7.0,72.5,23.2,0.7
0.9170833333333334,1.246875,3.54375,0.15425,0.017194081594738245,27.775,1.8364583333333333,0.59875,RSN3747_CAPEMEND_CRW270,4.839501027828715,0.06615936373777741,0.06615936373777741,83.32500000000005,83.32500000000005,W24X84,W21X44,W14X211,43.0,0.8144573822424584,2.049518353649964,4.1263301054504105,0.4474628547239453,0.222251567348422,0.6755484243578906,0.8805186589573705,0.756523713644823,0.353190856452025,0.37482376762533376,31.346,0.008283974358974365,0.009031410256410272,0.006515384615384621,0,0,0,0,0,0,0,1,0,1.2169310349220028,0.5688204581686761,716.8771580336344,31.674572551740606,0.6815991963602184,115.94220457521378,7.01,29.22,15.3,0.6
1.2220833333333334,1.2489583333333334,3.06625,0.14208333333333334,0.03932617799561114,38.975,2.246875,1.05375,RSN725_SUPER.B_B-POE270,5.013526983854411,0.14455311858130104,0.14455311858130104,62.36000000000002,62.36000000000002,W24X84,W21X44,W14X211,63.0,0.814457382306383,2.407792782679112,3.56968061289716,0.5075533667700179,0.34235088957762194,0.8980006329920401,1.6863654782229194,0.7781894376124017,0.3740247581926172,0.5308232609571313,38.4882,0.01430833333333335,0.016865384615384615,0.012799358974358957,0,0,0,0,1,0,0,1,0,2.049662456838618,0.8663849557112339,1048.735562269336,53.14617154266735,2.3813385833140246,135.4276199389332,6.54,11.16,13.7,2.1
1.1320833333333329,1.3864583333333331,2.82375,0.17858333333333334,0.055830664385449084,35.325,1.1697916666666668,1.80875,RSN1089_NORTHR_TPF360,25.958283696404504,0.13749077869522655,0.13749077869522655,56.52000000000002,56.52000000000002,W24X68,W21X44,W14X159,26.0,0.9203762997694768,2.0705494094457166,3.3984226055620645,0.5467550439360875,0.33312023392279017,0.9211751793234404,2.05028596448277,0.5477854138712179,0.4438919324280935,0.5674749386926717,28.0879,0.045269871794871776,0.054023717948717936,0.056175641025641015,0,1,1,1,1,1,1,1,0,2.128984048325199,0.9628740339649908,766.9759187017207,98.07067534016295,4.996118179852625,177.7501160953363,6.69,10.31,9.3,1.0
1.2345833333333334,1.4572916666666669,3.34875,0.11725,0.0238863119526658,31.125000000000004,2.1052083333333336,0.69875,RSN5267_CHUETSU_NIG021NS,15.693440799276447,0.0872994316178802,0.0872994316178802,68.47500000000004,68.47500000000004,W30X90,W18X50,W14X257,69.0,0.7141922414784926,2.1493880941257664,3.740609114835657,0.5743882813473399,0.3300487421786049,1.0380790177238557,2.189793677991519,0.8752082369682237,0.5433232497619421,0.6959064764377384,58.1333,0.013664102564102555,0.01501025641025641,0.011408333333333322,0,0,0,0,1,0,0,1,0,2.142419726429153,0.8415911703991827,1189.7236807979914,58.30336718811829,3.405810923732013,181.00571387501225,6.8,24.31,18.0,0.8
1.0395833333333333,1.8697916666666663,3.1637500000000003,0.18958333333333333,0.05163270982317093,39.375,1.0510416666666669,0.53875,RSN4854_CHUETSU_65020NS,17.55510357570732,0.09093749447400762,0.09093749447400762,70.87500000000003,70.87500000000003,W30X90,W21X55,W14X283,24.0,0.6824075462209099,1.8648238252226987,3.805597413746174,0.5574699975796296,0.27317217779743624,1.1067333808749016,2.038907661124448,1.3516717725838456,0.3773687310575412,0.5377682988456024,26.9696,0.08936858974358974,0.09372820512820512,0.09860705128205127,1,1,1,1,1,1,1,1,0,2.2607673654025238,1.0261281060498109,2195.9572802263183,75.00388525305294,2.089819217004357,178.38108173217051,6.8,35.79,21.1,0.3
1.0404166666666668,1.9010416666666667,3.98625,0.10375,0.0013227105411835402,29.625,1.9302083333333333,1.81625,RSN4040_BAM_BAM-L,2.1593404115580954,0.05572430560515965,0.05572430560515965,94.80000000000004,94.80000000000004,W24X55,W18X35,W14X120,65.0,1.088873719629958,2.4310224579188646,4.4012949751225205,0.4279749301688231,0.23638876115948226,1.1221108072323844,2.2872359847942705,0.9132699860895941,0.22246358424349133,0.2831257549394335,42.5705,0.023110256410256432,0.027241025641025648,0.01968846153846152,0,0,0,1,1,1,0,1,0,2.317878033243136,0.816404166872025,2145.4462868165947,49.77425547643277,1.7440148202053818,163.54138731629524,6.6,0.05,9.6,8.0
0.9029166666666668,1.021875,3.57375,0.14875000000000002,0.01796869880157569,35.175000000000004,1.9322916666666667,1.63125,RSN3760_LANDERS_BLC360,10.238752306288935,0.0706930859898708,0.0706930859898708,84.42000000000007,84.42000000000007,W21X55,W18X35,W14X120,46.0,1.1290468793829067,2.315318065792072,4.153354311898384,0.3899752176631415,0.2173945680675552,0.5450925057257189,0.8113986974058475,0.3392236733680051,0.28558463827338715,0.2263796313123889,28.7945,0.015933974358974368,0.01823910256410256,0.01235576923076922,0,0,0,1,1,0,0,1,0,0.9111793547809656,0.445471197258148,776.2024530188681,56.03873106791925,1.7456755280901142,169.77852963032916,7.28,45.48,24.5,0.6
1.0270833333333331,1.3072916666666667,2.75375,0.19641666666666668,0.06374533932237868,22.475,1.7489583333333334,0.93375,RSN1089_NORTHR_TPF360,22.353044812598444,0.08842230440730484,0.08842230440730484,53.94000000000002,53.94000000000002,W24X84,W21X44,W14X211,33.0,0.8144573823705895,1.1321164902461158,3.3199517987557123,0.9072240729485804,0.30936694132676096,0.7932369606748059,1.7655302091128982,1.5501528155527975,0.39299848364101786,0.5117759814396217,24.5356,0.010728846153846157,0.01222179487179488,0.009647371794871795,0,0,0,0,0,0,0,1,0,2.492458540192437,0.8643388075457309,587.7850471130246,84.45004401366089,4.302227946555347,155.40233099478448,6.69,10.31,9.3,1.0
0.97875,1.934375,3.80875,0.10541666666666667,0.007580234787543459,34.775,1.0572916666666667,1.98625,RSN522_PALMSPR_INO225,29.829870331820914,0.05953174594961444,0.05953174594961444,86.93750000000004,86.93750000000004,W21X55,W18X35,W14X120,32.0,1.1290468792252737,2.490202467839353,4.214828237647623,0.3930403301098731,0.2322158685513266,1.0830576213864735,2.096000015047242,0.9441613509368012,0.2807778143612634,0.2636419982795218,33.3276,0.0452025641025641,0.05513076923076923,0.05310897435897438,0,1,1,1,1,1,1,1,0,1.550601052074263,0.802371347300129,1107.2607585780408,65.41079447939107,1.7768928890816655,159.98980996121884,6.06,35.34,18.5,0.2
0.8954166666666667,1.5447916666666668,2.94125,0.1917500000000001,0.045537100782020536,36.825,1.9364583333333327,1.84625,RSN82_SFERN_PHN180,17.813150818164353,0.09718872302901403,0.09718872302901403,62.60250000000003,62.60250000000003,W24X55,W18X40,W14X120,34.0,1.0740724103855162,1.999777741637028,3.576614605983558,0.44775809232363706,0.25035313146925703,0.8169337128401695,1.032326776285636,0.9013585216655724,0.7204362053474006,0.788523870112463,35.6649,0.08796346153846156,0.0984705128205128,0.0975288461538462,1,1,1,1,1,1,1,1,0,0.955079341701812,0.8169337128401695,1382.5045370568698,36.04974673069447,0.4801732529010282,187.6942140866945,6.61,68.84,49.2,0.0
0.8079166666666667,1.1427083333333332,2.73625,0.19791666666666669,0.05628266012409405,44.925,1.984375,0.99375,RSN36_BORREGO_A-ELC180,4.217135995220007,0.09851335930201104,0.09851335930201104,53.91,53.91,W24X68,W18X40,W14X159,29.0,0.941522150624826,1.9837499174916569,3.3190284357010684,0.40726739774146187,0.2434196278574555,0.5454145621240952,0.7692751882720504,0.7432373730916443,0.2773946813803292,0.42047824250997184,21.7157,0.013962179487179493,0.01743653846153845,0.014472435897435897,0,0,0,0,1,0,0,1,0,0.7564019967804855,0.5902819844745439,786.0094339574706,32.99183063059578,0.5594908061946343,99.90280359896042,6.63,45.12,49.3,0.2
1.1395833333333334,1.0239583333333333,3.56625,0.19858333333333333,0.04371897596278008,42.375,1.1635416666666667,0.7737499999999999,RSN121_FRIULI.A_A-BCS000,61.93887495943858,0.0937441674900224,0.0937441674900224,93.22500000000004,93.22500000000004,W24X84,W21X44,W14X211,31.0,0.8144573823184635,2.1495790197056293,4.364580453138225,0.5301425641423463,0.26109802432761875,0.6893712080550881,1.1712288203242571,0.4778158899242566,0.3570552617851777,0.5030468238668862,32.4291,0.03185705128205125,0.03780320512820513,0.04119551282051285,0,0,0,1,1,1,1,1,0,1.979424526694133,0.5761132703462968,1093.6397591892874,56.842476110924814,1.807346640656437,144.6451241483931,6.5,49.13,10.4,0.0
1.19875,1.9447916666666667,2.99875,0.11758333333333335,0.03927884242052259,27.175,1.6072916666666668,1.14125,RSN4037_BAM_ABAR-L,61.54276066634245,0.0821647980418079,0.0821647980418079,54.350000000000016,54.350000000000016,W24X76,W21X44,W14X176,46.0,0.8713489048553632,1.702455361744354,3.332545453054009,0.7041300623422795,0.35971002252990797,1.2703084629788806,1.9494235634462105,1.3086239058383653,0.7698186756711836,0.842873437415213,47.7899,0.1007775641025641,0.10418076923076924,0.09570320512820513,1,1,1,1,1,1,1,1,0,2.185643271512129,1.2703084629788803,2593.266144821252,90.76116239064207,8.888953253947438,260.98962830535146,6.6,47.16,19.4,0.3
0.8979166666666667,1.0927083333333334,2.64875,0.13175,0.032192435104888506,19.025,1.6489583333333333,1.30625,RSN930_BIGBEAR_SB2270,9.126579968522122,0.07495325351013338,0.07495325351013338,43.75750000000002,43.75750000000002,W21X68,W18X40,W14X145,30.0,1.004014429682119,1.4892458543304274,2.990215979862493,0.6029338030760372,0.30028488668164965,0.5796489521400525,0.9756396125569866,1.0588466150837192,0.22187193011975992,0.4573294689529478,14.7417,0.013934615384615384,0.017194871794871804,0.012430128205128205,0,0,0,0,1,0,0,1,0,0.9843830180178856,0.6905835912224403,454.116546129179,24.783509562940477,1.0159334631180117,101.40998205708851,6.46,33.56,22.0,0.2
0.9770833333333334,2.082291666666667,2.54375,0.17608333333333334,0.06640267056822667,37.125,1.834375,0.7112499999999999,RSN65_SFERN_OPP000,34.98513872798613,0.13464576358136734,0.13464576358136734,44.55,44.55,W30X90,W21X50,W14X283,32.0,0.6901885962436958,1.960841739068568,3.0171726446235083,0.4982979063866032,0.32384071063167713,1.147579886514073,2.1685321332682093,1.744450933681006,0.4530077342365191,0.7056643952589533,33.9304,0.04687884615384617,0.05368974358974358,0.06017371794871796,0,1,1,1,1,1,1,1,0,2.3966926728115188,1.4085908729771262,2578.2626073748675,64.40477650636977,2.9210673652266133,125.26527619660973,6.61,43.95,7.2,0.1
0.8020833333333334,1.7739583333333333,2.60375,0.10808333333333334,0.01669566269993092,26.625,2.076041666666667,1.60875,RSN819_GEORGIA_ONI--X,66.55273340372311,0.1205853086213966,0.1205853086213966,42.600000000000016,42.600000000000016,W24X62,W18X35,W14X145,35.0,1.0122485167151896,2.1650107094356787,2.9504014096355498,0.3704754576213623,0.2718556636781201,0.8396413454582285,1.8557843703774453,0.7454897849587041,0.2465544198649089,0.3697469169824187,14.6308,0.01668974358974359,0.023595512820512827,0.020151282051282048,0,0,0,1,1,1,0,1,0,1.8614332696397964,1.052053276228223,696.3453670543173,79.8050835686212,3.3992407560552214,123.89805744137811,6.2,42.19,15.9,0.0
